x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,Class
0.120183136207554,0.216711178939336,0.181228538725677,-0.018313620755437,-0.0309042350248,-0.014116749332316,0.138496756962991,0.247615413964136,0.195345288057993,0.152231972529569,0.340709652804273,0.247615413964136,1
0.231590995803129,0.330789774895078,0.113697062190004,0.038534910339565,0.026325829835941,0.010682945440672,0.193056085463564,0.304463945059138,0.103014116749332,0.382296833269744,0.521556657764212,0.144982830980542,1
0.121327737504769,0.142693628386112,0.162151850438764,-0.006486074017551,-0.01755055322396,-0.042731781762686,0.12781381152232,0.160244181610072,0.20488363220145,0.14765356734071,0.200305227012591,0.240366272415109,1
0.176650133536818,0.153376573826784,0.120564669973293,-0.016405951926746,0.006486074017551,-0.013735215566578,0.193056085463564,0.146890499809233,0.13429988553987,0.268981304845479,0.221671117893934,0.155665776421213,1
0.210988172453262,0.265547500953834,0.161007249141549,0.006486074017551,0.004578405188859,-0.013735215566578,0.204502098435712,0.260969095764975,0.174742464708127,0.325066768409004,0.432659290347196,0.244944677603968,1
0.146127432277757,0.194963754292255,0.168637924456314,-0.023655093475773,-0.018313620755437,-0.050362457077451,0.169782525753529,0.213277375047692,0.219000381533766,0.193437619229302,0.257153758107593,0.242655475009538,1
0.148798168637924,0.191911484166349,0.210606638687524,0.00877527661198,-0.032048836322015,-0.006104540251812,0.140022892025944,0.223960320488363,0.216711178939336,0.199923693246852,0.267073636016787,0.309423884013735,1
0.193056085463564,0.21594811140786,0.17626859977108,-0.060282334986646,-0.078595955742083,-0.041587180465471,0.25333842045021,0.294544067149943,0.217855780236551,0.282716520412056,0.299885539870278,0.241129339946585,1
0.123998473864937,0.163677985501717,0.130103014116749,-0.016787485692484,-0.028996566196108,-0.018313620755437,0.140785959557421,0.192674551697825,0.148416634872186,0.158718046547119,0.222052651659672,0.180083937428462,1
0.151087371232354,0.220144982830981,0.141930560854636,-0.015261350629531,-0.019458222052652,-0.021747424647081,0.166348721861885,0.239603204883632,0.163677985501717,0.212895841281953,0.353300267073636,0.198779091949638,1
0.145745898512018,0.221289584128195,0.160625715375811,-0.014879816863792,-0.100724914154903,-0.008012209080504,0.160625715375811,0.322014498283098,0.168637924456314,0.195345288057993,0.36779855017169,0.2422739412438,1
0.192674551697825,0.172071728347959,0.109118657001145,-0.040061045402518,-0.025944296070202,-0.012590614269363,0.232735597100343,0.198016024418161,0.121709271270507,0.279282716520412,0.247233880198398,0.135444486837085,1
0.178939336131248,0.237695536054941,0.220144982830981,-0.017169019458222,-0.024418161007249,-0.030141167493323,0.19610835558947,0.26211369706219,0.250286150324304,0.267073636016787,0.342617321632965,0.359404807325448,1
0.118657001144601,0.138115223197253,0.101106447920641,-0.014116749332316,-0.019076688286913,-0.005341472720336,0.132773750476917,0.157191911484166,0.106447920640977,0.150705837466616,0.192674551697825,0.123235406333461,1
