x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,Class
0.087068472248713,0.164218958611482,0.137516688918558,-0.015449170322335,-0.024794964714858,-0.014686248331108,0.102517642571047,0.18901392332634,0.152202937249666,0.124165554072096,0.2456608811749,0.213999618539004,1
0.184627121876788,0.248331108144192,0.080106809078772,0.019263780278467,0.007438489414457,0.006961663169941,0.165363341598322,0.240892618729735,0.073145145908831,0.290196452412741,0.371543009727255,0.113770741941636,1
0.085733358764066,0.109479305740988,0.12254434484074,-0.003719244707229,-0.014972344077818,-0.031184436391379,0.089452603471295,0.124451649818806,0.153728781232119,0.121495327102804,0.165172611100515,0.183673469387755,1
0.141998855617013,0.122162883845127,0.090215525462522,-0.015830631317948,0.006198741178714,-0.015830631317948,0.157829486934961,0.115964142666412,0.106046156780469,0.228495136372306,0.201697501430479,0.137325958420751,1
0.168415029563227,0.202269692923899,0.125691398054549,0.002384131222582,-0.001239748235743,-0.015639900820141,0.166030898340645,0.203509441159641,0.14133129887469,0.269216097654015,0.298493229067328,0.195498760251764,1
0.106046156780469,0.129696738508488,0.131413312988747,-0.01935914552737,-0.016021361815754,-0.040053404539386,0.125405302307839,0.145718100324242,0.171466717528133,0.154491703223345,0.170322334541293,0.204367728399771,1
0.110909784474537,0.131699408735457,0.147816135800114,0.004768262445165,-0.01792866679382,0.002574861720389,0.106141522029372,0.149628075529277,0.145241274079725,0.162979210375739,0.179382033187107,0.204844554644288,1
0.139328628647721,0.148102231546824,0.119492656875834,-0.042246805264162,-0.044440205988938,-0.026988365439634,0.181575433911883,0.192542437535762,0.146481022315468,0.19740606522983,0.202841884417318,0.164981880602708,1
0.092122830440587,0.117871447644478,0.097081823383559,-0.017547205798207,-0.017261110051497,-0.014686248331108,0.109670036238795,0.135132557695976,0.111768071714667,0.136086210185009,0.17108525653252,0.148483692542438,1
0.117776082395575,0.166698455082968,0.110146862483311,-0.015353805073431,-0.019263780278467,-0.018691588785047,0.133129887469006,0.185962235361434,0.128838451268358,0.183768834636658,0.246614533663933,0.174041579248522,1
